Base_Position	Entropy	Entropy_Smoothed
240	0,226789750038124	0,108592808854
241	0,188649126259976	0,106561137979
242	0,002905224797923	0,103499732477
243	0,004050714448117	0,102432255269
244	0,095662360157165	0,100641137107
245	0,001868921016446	0,0998713660227
246	0,008976356548366	0,0975538857371
247	0,105679828175993	0,0948511128702
248	0,015702054052912	0,0942933435156
249	0,115057860037431	0,0943250015357
250	0,002581922833147	0,094971561066
251	0,030354777528899	0,0947756650732
252	0,059143592474138	0,0923689827344
253	0,002025519900879	0,0886014251774
254	0,119324614320538	0,0874925463095
255	0,083840694616621	0,0868348578114
256	0,080716171456165	0,0866064236085
257	0,138811928265909	0,0840090283284
258	0,010162290466171	0,0824371735471
259	0,013013386065937	0,0815068786426
260	0,008880316277113	0,07848105033
261	0,032220976425037	0,0764022807305
262	0,019346788371638	0,076228077963
263	0,213055758356652	0,0759502062182
264	0,052931027540955	0,0745871703109
265	0,001426179529363	0,0734476223962
266	0,009385290577688	0,0712088039116
267	0,140032592557992	0,0699051089611
268	0,124801738636236	0,0708726836053
269	0,012824798165654	0,0708834511436
270	0,00273852171758	0,0687757954518
271	0,002581922833147	0,0680664602359
272	0,059942432096368	0,0679227795485
273	0,029118989360967	0,0669584949739
274	0,014782670009955	0,0676123224811
275	0,102796090542596	0,0663370819664
276	0,008689556786774	0,0641353230578
277	0,154432341844379	0,0614590854182
278	0,061047836604862	0,0615052118812
279	0,081690639161327	0,0615684835987
280	0,012226884932703	0,060220628332
281	0,001312491489345	0,0617364274074
282	0,096728341570027	0,0621247348527
283	0,154678154624378	0,0606252102079
284	0,234686664252011	0,0604298311486
285	0,148665578618702	0,061112831617
286	0,001426179529363	0,0610963209984
287	0,003110411283795	0,0607173004389
288	0,072683605929838	0,0599013279736
289	0,063805809535495	0,0599013279736
290	0,180630655887801	0,0583403177431
291	0,002139207940897	0,0575047357117
292	0,145601739550368	0,0563720215414
293	0,163902174890798	0,054916268909
294	0,052110364055314	0,054872589854
295	0,004708495716421	0,0547274301925
296	0,006134077202746	0,0547145415446
297	0,001426179529363	0,0542644290677
298	0,006983013352154	0,0563968249161
299	0,001312491489345	0,0533976056722
300	0,004450395603529	0,0526703841345
301	0,024208917166064	0,053148434132
302	0,162204244309344	0,0540840355208
303	0,143870346389583	0,0520937570991
304	0,021918173906436	0,0503210623049
305	0,071583908449104	0,0502870708918
306	0,176693313122978	0,0503868761009
307	0,002581922833147	0,0504016793731
308	0,182600529797208	0,0495657329078
309	0,061167903836087	0,0492471677055
310	0,072666626434438	0,0490649227039
311	0,001312491489345	0,0476622213317
312	0,006134077202746	0,0475755824302
313	0,008479734672471	0,0453881559965
314	0,001312491489345	0,0447025194564
315	0,107974856297428	0,0435456975118
316	0,036157877714749	0,0433977265987
317	0,000713103042937	0,0433891639066
318	0,002025519900879	0,0421235247887
319	0,162867892826944	0,0399507214774
320	0,001426179529363	0,0366168047237
321	0,003823338368081	0,034521946742
322	0,002025519900879	0,0345486424133
323	0,002025519900879	0,0346178961604
324	0,010053898183013	0,0350945386049
325	0,025349952423579	0,035281249775
326	0,001426179529363	0,0329214310864
327	0,03690924400222	0,0329112449662
328	0,007104756616851	0,0309286404755
329	0,002852209757598	0,0286161168328
330	0,007978110922536	0,0305982540303
331	0,000713103042937	0,0319076978612
332	0,168614497761553	0,0319415329553
333	0,003110411283795	0,031958656586
334	0,002025519900879	0,033459325065
335	0,034889679356105	0,0357856808535
336	0,0748773877913	0,0377944534465
337	0,000713103042937	0,0374775477712
338	0,000713103042937	0,0369706961021
339	0,010445399248585	0,0349608509891
340	0,009724886353828	0,0346868559578
341	0,00361815188221	0,0337901677165
342	0,001426179529363	0,0313591526017
343	0,006819425199175	0,0328122293533
344	0,002025519900879	0,031833894208
345	0,004606994487962	0,0310390571684
346	0,002624833677562	0,0325445955147
347	0,001312491489345	0,0329872075331
348	0,013053278793237	0,0329801921317
349	0,000713103042937	0,0346353969058
350	0,001868921016446	0,0361241675229
351	0,000713103042937	0,0347322961194
352	0,008133603316788	0,0342736223584
353	0,002581922833147	0,0342923711707
354	0,001312491489345	0,0342838091654
355	0,002025519900879	0,0342294065521
356	0,003294876519417	0,03619914525
357	0,007958173583489	0,0380256913384
358	0,106048577039932	0,0383122843916
359	0,076875591445519	0,03847443708
360	0,015443347684635	0,0383939889525
361	0,001426179529363	0,0411944427453
362	0,006819425199175	0,0424969153265
363	0,002025519900879	0,0442507638876
364	0,190859967879318	0,0449601906436
365	0,096369563885877	0,0454203214802
366	0,008502533788031	0,0457942178455
367	0,002624833677562	0,046007002385
368	0,112029806878398	0,0437596439317
369	0,164157396684496	0,0437948937514
370	0,14506447711292	0,0438050794916
371	0,002025519900879	0,0433596505055
372	0,126724627471149	0,0457163981198
373	0,003181188479399	0,0477552014048
374	0,00273852171758	0,0508194501681
375	0,008815731556897	0,0516553881012
376	0,006522255082251	0,0532290228554
377	0,104297295445008	0,0532672017727
378	0,114117069632066	0,0534381445793
379	0,005529311061656	0,0534704174173
380	0,178054310677637	0,0549098647793
381	0,03229533277584	0,0554618532047
382	0,005642999101674	0,056525086731
383	0,12434406886167	0,0586660209931
384	0,105526434685174	0,0601981739459
385	0,0105438580503	0,0621034810561
386	0,004050714448117	0,0626007199361
387	0,002025519900879	0,0642175852267
388	0,001426179529363	0,0659759734457
389	0,159059709897757	0,0663181545793
390	0,139307888381134	0,0671565680645
391	0,131681564559151	0,0679350876023
392	0,022087033621517	0,0702084190287
393	0,013376208094673	0,0701236668332
394	0,00442252925234	0,0686557568258
395	0,221381717924073	0,0676233482978
396	0,09259926021487	0,0674402266692
397	0,159678643273309	0,0674871169004
398	0,05676462953972	0,0697086419964
399	0,035061368322559	0,0715250299784
400	0,034150856491372	0,0716603408384
401	0,015608020807663	0,0704655397035
402	0,011299406026837	0,0705124104535
403	0,005577898663095	0,0725682348127
404	0,00273852171758	0,0710849962649
405	0,003709650328063	0,0713882061221
406	0,239849720796568	0,0718334545959
407	0,143429332990997	0,0748056664446
408	0,215210516469874	0,07641875245
409	0,068961054567728	0,0797310578964
410	0,119879319151478	0,0813697925055
411	0,006290676087179	0,0828988084666
412	0,013392175994953	0,0836740141008
413	0,009078523857194	0,0826200919054
414	0,1027868352423	0,0836438904493
415	0,043246184265359	0,0850087163055
416	0,077051180518417	0,0831472465481
417	0,151177889835228	0,0840184838381
418	0,120303985492583	0,0868329269673
419	0,134084600752104	0,0886083874564
420	0,036675642621268	0,0905317037658
421	0,113893673383264	0,094111047573
422	0,131220778649987	0,0980155864923
423	0,026534602179882	0,101908384926
424	0,060001435458783	0,105798727316
425	0,056521887540763	0,107330361223
426	0,162428076370708	0,109173090367
427	0,002025519900879	0,110944426598
428	0,003294876519417	0,113503919564
429	0,004606994487962	0,115923639149
430	0,002624833677562	0,118480114283
431	0,004708495716421	0,118134748549
432	0,162326181919715	0,119624937195
433	0,129172678639305	0,120037202351
434	0,200331728078245	0,121956948894
435	0,012733484445633	0,124139610167
436	0,011783486286678	0,126773798659
437	0,146532538819084	0,129209127034
438	0,008203108534918	0,131833059011
439	0,185382086686472	0,134593888341
440	0,176231870283496	0,137184785711
441	0,210080349304912	0,139853351649
442	0,239640647851808	0,139043917717
443	0,235042569725938	0,139651118635
444	0,117449944353797	0,138474347136
445	0,115846848836323	0,138550843336
446	0,060786649475816	0,136957928678
447	0,030522741766341	0,137379950564
448	0,185782967705804	0,13817062099
449	0,101067120992223	0,138964036348
450	0,047751427663058	0,138975928815
451	0,093281943077519	0,138473089323
452	0,20265401814555	0,137421664964
453	0,248626303097643	0,136875034911
454	0,24015857634079	0,136775901999
455	0,261097924552558	0,137931448191
456	0,277368438803817	0,140489101496
457	0,274521410235115	0,141995146534
458	0,273750146883272	0,143764540185
459	0,266274083331182	0,146532452665
460	0,268298928456348	0,147929691974
461	0,255675100762319	0,147854159611
462	0,201251541268391	0,148327543162
463	0,182756579040067	0,14841927575
464	0,183375788617292	0,148529850574
465	0,197206116553419	0,148653176241
466	0,196912465406597	0,14963363294
467	0,188537204194944	0,151844706639
468	0,191146887545822	0,151478006942
469	0,187847657438435	0,150994972968
470	0,218544050971681	0,148649188575
471	0,186081007049782	0,148506403394
472	0,194974644372609	0,148389755759
473	0,198835951776615	0,1467911762
474	0,184101337617861	0,146719434485
475	0,190509266014603	0,14412898631
476	0,183189345549418	0,142189400093
477	0,18593339723568	0,139232686692
478	0,132836511540255	0,138748873112
479	0,074315788572135	0,135925483786
480	0,008375293061777	0,134293072988
481	0,03583220809918	0,132675002616
482	0,068739105860952	0,131835557908
483	0,0646175989053	0,131419892733
484	0,103619307964362	0,128765850337
485	0,008047419774225	0,127385213313
486	0,003451475403849	0,126777423756
487	0,112913786111736	0,125473760568
488	0,113364681644949	0,122607639165
489	0,2149728342034	0,119102904499
490	0,215711373994413	0,115729935044
491	0,219316826019932	0,112082323932
492	0,255078334241525	0,108140291656
493	0,220288475755591	0,104238931218
494	0,157808187086803	0,100367336573
495	0,05123462214949	0,0965837950897
496	0,195564924937089	0,092761140441
497	0,008446801085653	0,0892716925226
498	0,011035114185366	0,0863966705045
499	0,013239791145088	0,0844094816852
500	0,071256802639216	0,0818444466817
501	0,15948365460975	0,079066338184
502	0,136657203157089	0,0783329775468
503	0,095360300469442	0,0778966313873
504	0,036126820585343	0,0766800539326
505	0,00273852171758	0,0763582968877
506	0,00361815188221	0,073761808599
507	0,034631969692518	0,0713196456237
508	0,003181188479399	0,0709997943104
509	0,004050714448117	0,0704856130291
510	0,040460835052092	0,0684467750596
511	0,003110411283795	0,0682448241924
512	0,205773697256333	0,0658886716058
513	0,037405316871076	0,0634389843676
514	0,003181188479399	0,0615898406678
515	0,002581922833147	0,0605650711573
516	0,002025519900879	0,060475984227
517	0,001426179529363	0,0600048413935
518	0	0,060772905194
519	0,00442252925234	0,0620105374527
520	0,005206158720908	0,0628526935427
521	0,002025519900879	0,0635780272971
522	0,002025519900879	0,0636215446059
523	0,003294876519417	0,0621100460128
524	0,004050714448117	0,0605435455654
525	0,005765146731503	0,0590085285688
526	0,001426179529363	0,0559558735103
527	0,001426179529363	0,0542186213607
528	0,00273852171758	0,0506223278339
529	0,001426179529363	0,0492653749517
530	0,000713103042937	0,0470666025014
531	0,011413746476604	0,0463738010666
532	0	0,043635646647
533	0,043653361691773	0,0436476691002
534	0,003823338368081	0,0446813742845
535	0,00273852171758	0,0455516077272
536	0,145577220799626	0,0445915207531
537	0,157992973030181	0,0424206007953
538	0,105986465717642	0,0405809623399
539	0,165324664293659	0,0392663550098
540	0,036789870763747	0,0388374891565
541	0,015129598783098	0,0413913098865
542	0,172585052441874	0,0414862764219
543	0,162843262080225	0,0437325307603
544	0,041382679753079	0,0462929735038
545	0,176372705313666	0,047119602775
546	0,018258664484754	0,0465949839411
547	0,014455290562046	0,048293383781
548	0,003396452559197	0,0454185626386
549	0,002581922833147	0,0450482399116
550	0,002139207940897	0,0455854355741
551	0,002852209757598	0,0481887393009
552	0,122503571892532	0,0486502842799
553	0,151251857014733	0,048807819553
554	0,162570234265381	0,0517711720482
555	0,058820782580326	0,0550853811966
556	0,006497687020432	0,0580653911312
557	0,007108884593723	0,0615318592409
558	0,003709650328063	0,0640349525484
559	0,10752164444377	0,0665116937835
560	0,002025519900879	0,0676603931834
561	0,097709175544114	0,0688659677204
562	0,003337787363831	0,0689087727165
563	0,12530177400315	0,0702117127702
564	0,003894115563685	0,0725912706492
565	0,00273852171758	0,0757296565058
566	0,003894115563685	0,0766671440564
567	0,009288372810562	0,0795872555544
568	0,083394477085797	0,0822108096864
569	0,074156132136893	0,081863456123
570	0,004050714448117	0,0819289894819
571	0,007519257565466	0,0828259590878
572	0,007882511279685	0,0810046681225
573	0,003337787363831	0,0787930712004
574	0,006106210851557	0,0775604819781
575	0,181505972819799	0,0781635371552
576	0,010265809354755	0,0806103764136
577	0,191869773386446	0,0821405636723
578	0,182412180522303	0,0812894438889
579	0,061914763434455	0,0824557579028
580	0,003737516679252	0,0843416038515
581	0,121998400071466	0,0833892292607
582	0,004536217292358	0,083147141075
583	0,011482725978235	0,0829711970376
584	0,04078488485642	0,0831032675665
585	0,184813183711102	0,0846387838085
586	0,034333668429874	0,0847218421018
587	0,012453648644488	0,0847890081341
588	0,207434674664189	0,0847229539943
589	0,23641716963986	0,0855382848458
590	0,213806854142271	0,0856930852026
591	0,244678287578541	0,0881353530292
592	0,177242051430764	0,0911086160825
593	0,176666762973822	0,0926701403559
594	0,084459672444488	0,0952347255697
595	0,090155364321368	0,0967980674991
596	0,00442252925234	0,099915279303
597	0,09263198328689	0,100734222161
598	0,169307573251669	0,101568296641
599	0,221113189490939	0,100243882745
600	0,066337231585332	0,102695472857
601	0,215821551332997	0,105431386845
602	0,183648789239677	0,106975406865
603	0,01933861225618	0,10905721192
604	0,008410673488444	0,109743840633
605	0,065526394134902	0,110252342719
606	0,018086853229221	0,112578550967
607	0,003181188479399	0,112518202666
608	0,019705220158622	0,112442479974
609	0,207538526688734	0,11372593757
610	0,208068618856454	0,11486951421
611	0,122242706888789	0,115655552242
612	0,113006667604288	0,119099623387
613	0,244485243056056	0,120063611591
614	0,173391896156279	0,120860436678
615	0,109706483958346	0,122937908138
616	0,001312491489345	0,122981973398
617	0,002139207940897	0,121257888989
618	0,012641389582444	0,123984615428
619	0,110068059772454	0,123984284052
620	0,007953288475289	0,123539744893
621	0,0075538320199	0,12177016528
622	0,117879782106248	0,122202062074
623	0,208325016615252	0,125315708992
624	0,173406259244507	0,125214102674
625	0,229779530438968	0,125734338497
626	0,214626100751334	0,124048873432
627	0,116415583734629	0,124205871816
628	0,183230615292505	0,122740147165
629	0,216955579501812	0,120592597227
630	0,220230346177002	0,12095250682
631	0,155035175568371	0,120521541683
632	0,06172300100306	0,120812293282
633	0,032592801262089	0,12240466569
634	0,175505423438076	0,12335906115
635	0,194252500847505	0,122351849875
636	0,111975516962543	0,123523566006
637	0,155014726665533	0,122162152327
638	0,131458486974882	0,120981624441
639	0,109751278208062	0,120725732545
640	0,166885291760698	0,120721929201
641	0,003294876519417	0,119863284995
642	0,002581922833147	0,120057549459
643	0,093179819122024	0,1209312782
644	0,086156575612419	0,122622300043
645	0,236528635078833	0,12077724257
646	0,251350789511344	0,120927746617
647	0,259348947683523	0,122436282586
648	0,238189936596558	0,121084976811
649	0,207337765647283	0,117829766256
650	0,006822084832131	0,115398184718
651	0,001312491489345	0,114038932735
652	0,19540706795538	0,11405074297
653	0,011459529695298	0,114269340189
654	0,009667143734445	0,115024017838
655	0,060942610807552	0,114477199382
656	0,064566444018966	0,114411263652
657	0,230408932852651	0,11438567125
658	0,20032223242066	0,113189612986
659	0,272833677226681	0,110955682572
660	0,095824299659157	0,108552823993
661	0,255668174452405	0,105352180666
662	0,074641325812656	0,102322978124
663	0,026338267300179	0,101653159547
664	0,109653343955279	0,0993126731115
665	0,059987804752861	0,0972943542237
666	0,024775141220447	0,0952593477445
667	0,204098051826367	0,0930991786416
668	0,236115255460878	0,0924728412109
669	0,150608400230087	0,0920259796427
670	0,148357360726162	0,0912717385737
671	0,120522593830234	0,0885938202583
672	0,101011837203716	0,0871249679291
673	0,001426179529363	0,0881161030146
674	0,008144439396905	0,089920894922
675	0,005421299778662	0,0897120841209
676	0,031685365654835	0,0890675015328
677	0,064342200402201	0,0897053899393
678	0,138076749106999	0,0909007266814
679	0,078384503579521	0,0896212742923
680	0,218603902170704	0,0884540431493
681	0,227840224705507	0,0851655424615
682	0,018415263369186	0,0832162918286
683	0,01662050420821	0,0802589864302
684	0,003181188479399	0,0774322317755
685	0,01455884515089	0,0747058584467
686	0,002139207940897	0,0766462600984
687	0,01744101329428	0,0786220266902
688	0,06546882500607	0,0764168779883
689	0,071790767859008	0,0775690273967
690	0,003337787363831	0,0775401505928
691	0,005762363898717	0,078476785047
692	0,034155703618711	0,0776287809713
693	0,051949887627874	0,0744688688754
694	0,005206158720908	0,071672647733
695	0,005734497547528	0,0683572499598
696	0,002581922833147	0,0671392401573
697	0,069528283309668	0,0636305031328
698	0,019396564813107	0,0642712131409
699	0,075673257358969	0,0662680874191
700	0,077779892630598	0,0674474342606
701	0,003823338368081	0,0691072657457
702	0,017879380851204	0,071830627997
703	0,001312491489345	0,0722214676036
704	0,122708548610797	0,0691929241169
705	0,006798218763726	0,0674964541518
706	0,009155853921678	0,0662007846561
707	0,224394182647824	0,0653723830981
708	0,257793920494411	0,0664574218001
709	0,095134522134574	0,0682889279659
710	0,121764510587253	0,0714298117652
711	0,047947064976506	0,074317268808
712	0,086255494781646	0,0768151775866
713	0,00361815188221	0,079238890296
714	0,004450395603529	0,0780073423108
715	0,006333586931594	0,077821160668
716	0,114903245207792	0,0748821338251
717	0,052337569801821	0,0716539723438
718	0,040317110767531	0,0713908971528
719	0,016491632628054	0,0711925831172
720	0,142650200450393	0,0724160698133
721	0,139616152915854	0,0727812954745
722	0,041046658826035	0,0728139143503
723	0,09210998828124	0,0741916987222
724	0,007645767463447	0,0732751796719
725	0,126507022595366	0,0739785371283
726	0,005206158720908	0,0746898589668
727	0,00921508614245	0,0774579892711
728	0,004586752451724	0,0796604394762
729	0,040755833105196	0,079085021523
730	0,01056361347837	0,079085021523
731	0,010056582737681	0,0791046556237
732	0,119491026383275	0,0791794422747
733	0,166119466773603	0,0785104387279
734	0,192207622859728	0,0783368205718
735	0,176176008711444	0,0780027918993
736	0,215410498808843	0,0782714481117
737	0,231456824290181	0,0790685358606
738	0,024117211389624	0,0808307691936
739	0,031855502676326	0,0811996127813
740	0,057660496028937	0,0795061249795
741	0,062534484765038	0,0801309554132
742	0,176964546343054	0,0800776046398
743	0,129631611140171	0,0775140996482
744	0,22800630534579	0,0739242685303
745	0,207543292774553	0,074178709143
746	0,206538980158845	0,0725584386067
747	0,234002090059241	0,0719456171047
748	0,051868390141291	0,0710054373595
749	0,065351788583509	0,0714553857051
750	0,012872023165605	0,0715073471645
751	0,001868921016446	0,0715199879892
752	0	0,0701377619575
753	0,00273852171758	0,0694612078552
754	0,088825257204824	0,0689141851286
755	0,040124641432402	0,0686785903767
756	0,00442252925234	0,0667519715825
757	0,113885919323747	0,0647863911109
758	0,001312491489345	0,0642578776198
759	0,121025789806057	0,0631054462977
760	0,053130316059782	0,0630917954408
761	0,199531485200107	0,0612947394472
762	0,188327217973625	0,0612990469178
763	0,011670630903908	0,0616401927021
764	0,005206158720908	0,0619121917389
765	0,007108884593723	0,0623179988595
766	0,007816988401679	0,0622045877195
767	0,022698035035727	0,0620898582504
768	0,007243293883991	0,0604957527699
769	0,052291250284518	0,0599787166298
770	0,096585827499598	0,0574065629978
771	0,059619480791871	0,0549951796094
772	0,141235714160255	0,0526377693319
773	0,027131542629246	0,0506209687622
774	0,004164402488136	0,0509331121674
775	0,050536349121784	0,0507536915523
776	0,005421299778662	0,051574498643
777	0,044948833237067	0,0525510834206
778	0,00650574224511	0,0515011321892
779	0,112945365020587	0,0498051490089
780	0,008345573049865	0,0466190415417
781	0,005049559836475	0,0437097675816
782	0,020442912617111	0,0407897708356
783	0,035114536069828	0,0376249749121
784	0,008087697765557	0,0384442837676
785	0,007218444656869	0,0375913010607
786	0,018147422992522	0,0379732508107
787	0,004978782640872	0,0397902885557
788	0,002025519900879	0,0419618706722
789	0	0,0454818088878
790	0,00778688485696	0,0465342907391
791	0,002025519900879	0,0479516132483
792	0,004050714448117	0,0504006386926
793	0,011439795735196	0,0498893877423
794	0,006690207480732	0,0520422147069
795	0,000713103042937	0,0515588733913
796	0,005507681665015	0,0535673415844
797	0,033095291044786	0,051104766722
798	0,023626685023413	0,0497467025642
799	0,069162331547354	0,0525909099891
800	0,002624833677562	0,0558306450467
801	0,002025519900879	0,0584702189234
802	0,007903642747755	0,0604836662544
803	0,129926936967074	0,0628981122719
804	0,012156868623781	0,0665538004256
805	0,007379171518174	0,0696702441114
806	0,050391779384782	0,0719329188829
807	0,090280784414214	0,0742867878045
808	0,045967249753557	0,075688400291
809	0,019296059616539	0,0787130458427
